embedding_type,n_samples,bootstrap_iters,tau,spectral_gap,neighborhood_purity,silhouette,trustworthiness,id_raw,id_diff,progression,model,tau_ci_lower,tau_ci_upper,spectral_gap_ci_lower,spectral_gap_ci_upper,neighborhood_purity_ci_lower,neighborhood_purity_ci_upper,silhouette_ci_lower,silhouette_ci_upper,trustworthiness_ci_lower,trustworthiness_ci_upper,id_raw_ci_lower,id_raw_ci_upper,id_diff_ci_lower,id_diff_ci_upper
final_embedding,4000,100,0.5898786086316662,0.039484322,0.6489762710928298,0.05828928600741313,0.9707848895582329,16.83135755304243,4.852256163540955,SCC,gigapath,0.5678432060624957,0.6172557019889873,0.032750917971134184,0.04301259964704513,0.6434122614804295,0.6649392195607512,0.05034474630881974,0.07161659581789312,0.9709908396084338,0.9767629781626506,15.676616142906378,17.555621039310736,0.5988973698240463,0.7023796194113953
patch_mean_0.125,4000,0,0.12818678175910592,0.017398298,0.4165083967311533,-0.009738210570335698,0.9862012048192771,10.394735407527714,4.512631164664147,SCC,musk,,,,,,,,,,,,,,
patch_mean_0.375,4000,0,0.33523662767479745,0.057712257,0.5579220934984337,0.03943548184437238,0.978020983935743,16.557260059617352,5.3024281802163085,SCC,musk,,,,,,,,,,,,,,
patch_mean_0.625,4000,0,0.43704556803291994,0.05910188,0.5943157046033859,0.052831225509382004,0.9697431224899599,18.89140213998203,5.483960510672891,SCC,musk,,,,,,,,,,,,,,
patch_mean_0.875,4000,0,0.08007983268735108,0.031053007,0.5274848217840348,-0.026125201647353342,0.9774352409638554,17.337223742835658,3.783467578460573,SCC,musk,,,,,,,,,,,,,,
patch_mean_1.0,4000,0,0.2727296329021301,0.027570486,0.5667871799547209,0.031584771095280385,0.9739473393574297,17.82619381418951,3.8917209399106323,SCC,musk,,,,,,,,,,,,,,
cls_0.125,4000,0,0.15469725865443565,0.046403408,0.4349611235427952,-0.004911883912403187,0.9908258534136546,11.554509737031728,4.924631462465979,SCC,musk,,,,,,,,,,,,,,
cls_0.375,4000,0,0.2307739705970801,0.009836197,0.4542351181546077,0.00874245997565103,0.9680557730923695,19.740791669091752,6.600498445945084,SCC,musk,,,,,,,,,,,,,,
cls_0.625,4000,0,0.12320058652104618,0.09413713,0.4054850225138867,0.008525558549821618,0.9777683734939759,19.778984604302998,6.194164887181524,SCC,musk,,,,,,,,,,,,,,
cls_0.875,4000,0,0.646334356560481,0.075148225,0.6533290572106814,0.08179909213125097,0.9667274096385542,18.548114677441863,5.451256214443518,SCC,musk,,,,,,,,,,,,,,
cls_1.0,4000,0,0.6506451445477037,0.07238525,0.6676080007894212,0.08519852760947987,0.9653051204819277,17.835357307592577,5.519194777900144,SCC,musk,,,,,,,,,,,,,,
final_embedding,4000,100,0.6413768961030613,0.07314396,0.6631283785258797,0.08477940761873509,0.9662370481927711,16.387933299066248,5.671302824532864,SCC,musk,0.4404471410958981,0.6685323792173125,0.06271405816078186,0.07614415735006332,0.6568166855288202,0.6800459333493061,0.07530155490331038,0.09233984096258332,0.9668288089859437,0.9739355245983936,15.804973165897497,17.52397598997421,0.6076306855688282,0.6922787457559058
patch_mean_0.125,4000,0,0.1613442475339703,0.027784407,0.4166964928840168,-0.011457513888369108,0.985335391566265,9.768810940119337,4.510845221104438,SCC,dinov2,,,,,,,,,,,,,,
patch_mean_0.375,4000,0,0.2725075969196603,0.044808865,0.49930739320141293,0.034928455999933404,0.9862019578313252,12.461926475619535,5.7040468336009456,SCC,dinov2,,,,,,,,,,,,,,
patch_mean_0.625,4000,0,0.36224395397480114,0.08507967,0.5728183525953662,0.036666921251795256,0.9642433232931726,22.517341919510397,5.774784116476737,SCC,dinov2,,,,,,,,,,,,,,
patch_mean_0.875,4000,0,0.37930851968420937,0.091604054,0.5416549048377356,0.029438459025169613,0.9598531626506024,27.5636663447289,5.759355039363021,SCC,dinov2,,,,,,,,,,,,,,
patch_mean_1.0,4000,0,0.3269587193325157,0.063479364,0.5069047317699085,0.017657644806457568,0.964706375502008,23.450846887813057,5.495977219510035,SCC,dinov2,,,,,,,,,,,,,,
cls_0.125,4000,0,0.20339215045276401,0.014936745,0.4404954109939844,-0.009101303839452762,0.9873543172690763,8.407958500243547,3.656862566060032,SCC,dinov2,,,,,,,,,,,,,,
cls_0.375,4000,0,0.17260848194382739,0.022325635,0.5121819397336941,0.01080275636085235,0.9775796184738956,13.261563023133407,4.645135203489292,SCC,dinov2,,,,,,,,,,,,,,
cls_0.625,4000,0,0.4202310262450145,0.066767395,0.5738951714551732,0.03516094713712016,0.9654524096385542,19.228670202461238,5.570448459392483,SCC,dinov2,,,,,,,,,,,,,,
cls_0.875,4000,0,0.4396324206156746,0.12820381,0.5484202488371231,0.025257709164139643,0.9662399096385542,22.244209048049388,5.742240214302737,SCC,dinov2,,,,,,,,,,,,,,
cls_1.0,4000,0,0.47060443868566537,0.08108461,0.5363705781327124,0.0119800933531519,0.9636701807228916,22.392240957860025,5.661581069926432,SCC,dinov2,,,,,,,,,,,,,,
register_mean_0.125,4000,0,0.07129594245651327,0.034134984,0.3690893204160838,-0.08018045877151579,0.9912121485943776,8.720247350560891,3.523920292098307,SCC,dinov2,,,,,,,,,,,,,,
register_mean_0.375,4000,0,0.12032617755744064,0.07877749,0.4448663777311531,-0.013918117081053795,0.9773183734939759,12.800818671164647,4.538506725963991,SCC,dinov2,,,,,,,,,,,,,,
register_mean_0.625,4000,0,0.4401061957371367,0.06491083,0.5668014616081256,0.03682455035638136,0.9649027108433735,19.643928074901275,5.746501720461368,SCC,dinov2,,,,,,,,,,,,,,
